date,station,cargo_tons,wagons_required,station_congestion
2025-05-19,Dar es Salaam,2107,35,0.41
2025-05-20,Kapiri Mposhi,510,8,0.58
2025-05-20,Serenje,2555,42,0.78
2025-05-20,Mpika,2058,34,0.39
2025-05-20,Nakonde,2116,35,0.89
2025-05-20,Tunduma,1358,22,0.18
2025-05-20,Mbeya,2338,38,0.21
2025-05-20,Makambako,2039,33,0.88
2025-05-20,Morogoro,2907,48,0.21
2025-05-20,Dar es Salaam,1774,29,0.27
2025-05-21,Kapiri Mposhi,792,13,0.41
2025-05-21,Serenje,1863,31,0.42
2025-05-21,Mpika,2572,43,0.22
2025-05-21,Nakonde,650,10,0.33
2025-05-21,Tunduma,2954,49,0.19
2025-05-21,Mbeya,506,8,0.35
2025-05-21,Makambako,2430,40,0.9
2025-05-21,Morogoro,1311,21,0.33
2025-05-21,Dar es Salaam,2181,36,0.12
2025-05-22,Kapiri Mposhi,1909,32,0.53
2025-05-22,Serenje,2661,44,0.53
2025-05-22,Mpika,1335,22,0.77
2025-05-22,Nakonde,1486,24,0.38
2025-05-22,Tunduma,2000,33,0.31
2025-05-22,Mbeya,1265,21,0.15
2025-05-22,Makambako,813,13,0.32
2025-05-22,Morogoro,714,11,0.76
2025-05-22,Dar es Salaam,1353,22,0.38
2025-05-23,Kapiri Mposhi,2290,38,0.57
2025-05-23,Serenje,1435,24,0.6
2025-05-23,Mpika,2954,49,0.27
2025-05-23,Nakonde,2913,49,0.36
2025-05-23,Tunduma,551,9,0.68
2025-05-23,Mbeya,1910,32,0.78
2025-05-23,Makambako,2625,44,0.28
2025-05-23,Morogoro,2865,48,0.57
2025-05-23,Dar es Salaam,2601,43,0.68
2025-05-24,Kapiri Mposhi,2378,40,0.47
2025-05-24,Serenje,2144,36,0.2
2025-05-24,Mpika,1511,25,0.64
2025-05-24,Nakonde,2677,45,0.8
2025-05-24,Tunduma,2256,38,0.22
2025-05-24,Mbeya,2954,49,0.51
2025-05-24,Makambako,2453,41,0.7
2025-05-24,Morogoro,1043,17,0.57
2025-05-24,Dar es Salaam,1837,31,0.33
2025-05-25,Kapiri Mposhi,1816,30,0.45
2025-05-25,Serenje,2651,44,0.51
2025-05-25,Mpika,2377,40,0.82
2025-05-25,Nakonde,449,7,0.45
2025-05-25,Tunduma,2372,40,0.71
2025-05-25,Mbeya,1418,24,0.86
2025-05-25,Makambako,2553,43,0.78
2025-05-25,Morogoro,1392,23,0.34
2025-05-25,Dar es Salaam,1344,22,0.15
2025-05-26,Kapiri Mposhi,1936,32,0.46
2025-05-26,Serenje,1571,26,0.88
2025-05-26,Mpika,2380,40,0.84
2025-05-26,Nakonde,1690,28,0.48
2025-05-26,Tunduma,2410,40,0.68
2025-05-26,Mbeya,2509,42,0.61
2025-05-26,Makambako,677,11,0.39
2025-05-26,Morogoro,1170,19,0.52
2025-05-26,Dar es Salaam,374,6,0.26
2025-05-27,Kapiri Mposhi,482,8,0.17
2025-05-27,Serenje,985,16,0.11
2025-05-27,Mpika,1626,27,0.37
2025-05-27,Nakonde,2194,37,0.69
2025-05-27,Tunduma,2194,37,0.1
2025-05-27,Mbeya,1110,18,0.72
2025-05-27,Makambako,586,10,0.71
2025-05-27,Morogoro,991,16,0.59
2025-05-27,Dar es Salaam,1290,22,0.16
2025-05-28,Kapiri Mposhi,832,14,0.12
2025-05-28,Serenje,1632,27,0.38
2025-05-28,Mpika,1411,24,0.75
2025-05-28,Nakonde,2703,46,0.16
2025-05-28,Tunduma,2837,48,0.52
2025-05-28,Mbeya,2161,37,0.65
2025-05-28,Makambako,2312,39,0.5
2025-05-28,Morogoro,874,14,0.67
2025-05-28,Dar es Salaam,2870,49,0.27
2025-05-29,Kapiri Mposhi,1876,32,0.32
2025-05-29,Serenje,1789,30,0.84
2025-05-29,Mpika,2199,37,0.82
2025-05-29,Nakonde,2196,37,0.77
2025-05-29,Tunduma,2318,39,0.88
2025-05-29,Mbeya,2159,37,0.27
2025-05-29,Makambako,1866,32,0.2
2025-05-29,Morogoro,560,9,0.5
2025-05-29,Dar es Salaam,2058,35,0.46
2025-05-30,Kapiri Mposhi,2062,35,0.54
2025-05-30,Serenje,1111,19,0.65
2025-05-30,Mpika,1519,26,0.34
2025-05-30,Nakonde,1559,26,0.55
2025-05-30,Tunduma,1771,30,0.83
2025-05-30,Mbeya,2073,35,0.42
2025-05-30,Makambako,2608,45,0.33
2025-05-30,Morogoro,1331,22,0.76
2025-05-30,Dar es Salaam,1620,27,0.32
2025-05-31,Kapiri Mposhi,2037,35,0.1
2025-05-31,Serenje,2522,43,0.14
2025-05-31,Mpika,1629,28,0.77
2025-05-31,Nakonde,2609,45,0.37
2025-05-31,Tunduma,1371,23,0.17
2025-05-31,Mbeya,1116,19,0.18
2025-05-31,Makambako,2242,38,0.32
2025-05-31,Morogoro,2593,44,0.79
2025-05-31,Dar es Salaam,2049,35,0.73
2025-06-01,Kapiri Mposhi,1286,22,0.45
2025-06-01,Serenje,571,9,0.4
2025-06-01,Mpika,2640,45,0.64
2025-06-01,Nakonde,885,15,0.5
2025-06-01,Tunduma,1412,24,0.84
2025-06-01,Mbeya,1386,24,0.21
2025-06-01,Makambako,614,10,0.63
2025-06-01,Morogoro,1412,24,0.32
2025-06-01,Dar es Salaam,945,16,0.86
2025-06-02,Kapiri Mposhi,836,14,0.86
2025-06-02,Serenje,2333,40,0.18
2025-06-02,Mpika,2344,40,0.62
2025-06-02,Nakonde,1388,24,0.39
2025-06-02,Tunduma,1864,32,0.41
2025-06-02,Mbeya,1516,26,0.45
2025-06-02,Makambako,2084,36,0.27
2025-06-02,Morogoro,2632,45,0.72
2025-06-02,Dar es Salaam,1342,23,0.14
2025-06-03,Kapiri Mposhi,1524,26,0.43
2025-06-03,Serenje,794,13,0.43
2025-06-03,Mpika,1081,18,0.63
2025-06-03,Nakonde,2033,35,0.68
2025-06-03,Tunduma,2630,46,0.27
2025-06-03,Mbeya,2485,43,0.59
2025-06-03,Makambako,526,9,0.42
2025-06-03,Morogoro,1226,21,0.62
2025-06-03,Dar es Salaam,1541,27,0.88
2025-06-04,Kapiri Mposhi,1408,24,0.42
2025-06-04,Serenje,1274,22,0.26
2025-06-04,Mpika,744,13,0.17
2025-06-04,Nakonde,607,10,0.39
2025-06-04,Tunduma,2723,47,0.19
2025-06-04,Mbeya,2242,39,0.54
2025-06-04,Makambako,2728,48,0.65
2025-06-04,Morogoro,2404,42,0.77
2025-06-04,Dar es Salaam,792,13,0.43
2025-06-05,Kapiri Mposhi,776,13,0.42
2025-06-05,Serenje,2676,47,0.82
2025-06-05,Mpika,1339,23,0.11
2025-06-05,Nakonde,532,9,0.8
2025-06-05,Tunduma,1925,34,0.52
2025-06-05,Mbeya,473,8,0.72
2025-06-05,Makambako,2774,49,0.21
2025-06-05,Morogoro,2598,45,0.2
2025-06-05,Dar es Salaam,2269,40,0.72
2025-06-06,Kapiri Mposhi,2251,39,0.25
2025-06-06,Serenje,2321,41,0.33
2025-06-06,Mpika,374,6,0.69
2025-06-06,Nakonde,2659,47,0.1
2025-06-06,Tunduma,882,15,0.54
2025-06-06,Mbeya,683,12,0.12
2025-06-06,Makambako,710,12,0.76
2025-06-06,Morogoro,2005,35,0.27
2025-06-06,Dar es Salaam,1558,27,0.34
2025-06-07,Kapiri Mposhi,554,9,0.67
2025-06-07,Serenje,1739,30,0.49
2025-06-07,Mpika,1574,28,0.15
2025-06-07,Nakonde,1730,30,0.57
2025-06-07,Tunduma,1602,28,0.85
2025-06-07,Mbeya,2410,42,0.89
2025-06-07,Makambako,823,14,0.62
2025-06-07,Morogoro,647,11,0.39
2025-06-07,Dar es Salaam,2126,37,0.68
2025-06-08,Kapiri Mposhi,363,6,0.78
2025-06-08,Serenje,849,15,0.75
2025-06-08,Mpika,1555,27,0.41
2025-06-08,Nakonde,2564,45,0.31
2025-06-08,Tunduma,1534,27,0.86
2025-06-08,Mbeya,575,10,0.68
2025-06-08,Makambako,2115,37,0.81
2025-06-08,Morogoro,1101,19,0.15
2025-06-08,Dar es Salaam,2321,41,0.84
2025-06-09,Kapiri Mposhi,2385,42,0.28
2025-06-09,Serenje,2103,37,0.43
2025-06-09,Mpika,2500,44,0.71
2025-06-09,Nakonde,1608,28,0.64
2025-06-09,Tunduma,2484,44,0.47
2025-06-09,Mbeya,2616,47,0.23
2025-06-09,Makambako,1576,28,0.49
2025-06-09,Morogoro,881,15,0.14
2025-06-09,Dar es Salaam,2668,47,0.78
2025-06-10,Kapiri Mposhi,2207,39,0.63
2025-06-10,Serenje,974,17,0.86
2025-06-10,Mpika,2388,43,0.86
2025-06-10,Nakonde,1834,33,0.31
2025-06-10,Tunduma,2132,38,0.84
2025-06-10,Mbeya,2556,46,0.16
2025-06-10,Makambako,1313,23,0.11
2025-06-10,Morogoro,1898,34,0.25
2025-06-10,Dar es Salaam,1310,23,0.69
2025-06-11,Kapiri Mposhi,2728,49,0.85
2025-06-11,Serenje,1013,18,0.42
2025-06-11,Mpika,1356,24,0.71
2025-06-11,Nakonde,338,6,0.72
2025-06-11,Tunduma,2559,46,0.3
2025-06-11,Mbeya,1503,27,0.73
2025-06-11,Makambako,2402,43,0.78
2025-06-11,Morogoro,481,8,0.77
2025-06-11,Dar es Salaam,2136,38,0.4
2025-06-12,Kapiri Mposhi,2253,41,0.75
2025-06-12,Serenje,1286,23,0.78
2025-06-12,Mpika,1365,24,0.18
2025-06-12,Nakonde,712,12,0.48
2025-06-12,Tunduma,2171,39,0.1
2025-06-12,Mbeya,1935,35,0.42
2025-06-12,Makambako,1061,19,0.86
2025-06-12,Morogoro,2720,49,0.14
2025-06-12,Dar es Salaam,687,12,0.4
2025-06-13,Kapiri Mposhi,1399,25,0.17
2025-06-13,Serenje,2110,38,0.83
2025-06-13,Mpika,626,11,0.89
2025-06-13,Nakonde,1268,23,0.55
2025-06-13,Tunduma,1536,28,0.63
2025-06-13,Mbeya,2692,49,0.82
2025-06-13,Makambako,495,9,0.83
2025-06-13,Morogoro,1738,31,0.77
2025-06-13,Dar es Salaam,1492,27,0.13
2025-06-14,Kapiri Mposhi,2409,44,0.87
2025-06-14,Serenje,2256,41,0.28
2025-06-14,Mpika,2072,38,0.57
2025-06-14,Nakonde,1034,19,0.55
2025-06-14,Tunduma,1045,19,0.51
2025-06-14,Mbeya,1559,28,0.38
2025-06-14,Makambako,2546,46,0.86
2025-06-14,Morogoro,926,17,0.42
2025-06-14,Dar es Salaam,828,15,0.72
2025-06-15,Kapiri Mposhi,1271,23,0.81
2025-06-15,Serenje,563,10,0.3
2025-06-15,Mpika,1833,33,0.37
2025-06-15,Nakonde,990,18,0.13
2025-06-15,Tunduma,839,15,0.16
2025-06-15,Mbeya,617,11,0.8
2025-06-15,Makambako,2406,44,0.43
2025-06-15,Morogoro,367,6,0.14
2025-06-15,Dar es Salaam,1401,25,0.72
2025-06-16,Kapiri Mposhi,635,11,0.8
2025-06-16,Serenje,623,11,0.84
2025-06-16,Mpika,1253,23,0.2
2025-06-16,Nakonde,1057,19,0.1
2025-06-16,Tunduma,1078,19,0.52
2025-06-16,Mbeya,1812,33,0.68
2025-06-16,Makambako,2091,38,0.34
2025-06-16,Morogoro,551,10,0.28
2025-06-16,Dar es Salaam,2173,40,0.14
2025-06-17,Kapiri Mposhi,2456,45,0.87
2025-06-17,Serenje,1969,36,0.61
2025-06-17,Mpika,2457,45,0.71
2025-06-17,Nakonde,2308,42,0.34
2025-06-17,Tunduma,1254,23,0.67
2025-06-17,Mbeya,1862,34,0.32
2025-06-17,Makambako,853,15,0.82
2025-06-17,Morogoro,2372,44,0.42
2025-06-17,Dar es Salaam,1444,26,0.41
2025-06-18,Kapiri Mposhi,2449,45,0.63
2025-06-18,Serenje,2268,42,0.7
2025-06-18,Mpika,2543,47,0.23
2025-06-18,Nakonde,591,11,0.57
2025-06-18,Tunduma,330,6,0.49
2025-06-18,Mbeya,2013,37,0.34
2025-06-18,Makambako,483,9,0.2
2025-06-18,Morogoro,2304,43,0.67
2025-06-18,Dar es Salaam,1501,28,0.85
2025-06-19,Kapiri Mposhi,1501,28,0.23
2025-06-19,Serenje,2355,44,0.74
2025-06-19,Mpika,1389,26,0.66
2025-06-19,Nakonde,495,9,0.78
2025-06-19,Tunduma,1130,21,0.14
2025-06-19,Mbeya,2575,48,0.38
2025-06-19,Makambako,596,11,0.63
2025-06-19,Morogoro,1955,36,0.2
2025-06-19,Dar es Salaam,915,17,0.68
2025-06-20,Kapiri Mposhi,501,9,0.45
2025-06-20,Serenje,519,9,0.5
2025-06-20,Mpika,1903,35,0.23
2025-06-20,Nakonde,1977,37,0.41
2025-06-20,Tunduma,2368,44,0.11
2025-06-20,Mbeya,362,6,0.77
2025-06-20,Makambako,399,7,0.66
2025-06-20,Morogoro,1686,31,0.77
2025-06-20,Dar es Salaam,1120,21,0.29
2025-06-21,Kapiri Mposhi,1265,24,0.54
2025-06-21,Serenje,1571,29,0.14
2025-06-21,Mpika,1871,35,0.67
2025-06-21,Nakonde,726,13,0.19
2025-06-21,Tunduma,2271,43,0.67
2025-06-21,Mbeya,1009,19,0.42
2025-06-21,Makambako,1254,23,0.8
2025-06-21,Morogoro,791,15,0.6
2025-06-21,Dar es Salaam,1936,36,0.8
2025-06-22,Kapiri Mposhi,1239,23,0.5
2025-06-22,Serenje,1194,22,0.3
2025-06-22,Mpika,706,13,0.56
2025-06-22,Nakonde,937,17,0.6
2025-06-22,Tunduma,838,15,0.64
2025-06-22,Mbeya,432,8,0.12
2025-06-22,Makambako,2332,44,0.38
2025-06-22,Morogoro,1808,34,0.85
2025-06-22,Dar es Salaam,855,16,0.69
2025-06-23,Kapiri Mposhi,2572,49,0.3
2025-06-23,Serenje,1712,32,0.17
2025-06-23,Mpika,331,6,0.64
2025-06-23,Nakonde,1850,35,0.26
2025-06-23,Tunduma,783,15,0.89
2025-06-23,Mbeya,1468,28,0.64
2025-06-23,Makambako,536,10,0.26
2025-06-23,Morogoro,445,8,0.7
2025-06-23,Dar es Salaam,1105,21,0.89
2025-06-24,Kapiri Mposhi,2196,42,0.32
2025-06-24,Serenje,685,13,0.88
2025-06-24,Mpika,1970,37,0.51
2025-06-24,Nakonde,2455,47,0.18
2025-06-24,Tunduma,1711,32,0.88
2025-06-24,Mbeya,1017,19,0.69
2025-06-24,Makambako,1860,35,0.44
2025-06-24,Morogoro,2089,40,0.42
2025-06-24,Dar es Salaam,1118,21,0.51
2025-06-25,Kapiri Mposhi,2197,42,0.31
2025-06-25,Serenje,2024,39,0.54
2025-06-25,Mpika,331,6,0.22
2025-06-25,Nakonde,535,10,0.16
2025-06-25,Tunduma,2446,47,0.34
2025-06-25,Mbeya,1290,24,0.66
2025-06-25,Makambako,725,14,0.6
2025-06-25,Morogoro,1795,34,0.61
2025-06-25,Dar es Salaam,1505,29,0.3
2025-06-26,Kapiri Mposhi,382,7,0.67
2025-06-26,Serenje,883,17,0.57
2025-06-26,Mpika,1816,35,0.32
2025-06-26,Nakonde,732,14,0.24
2025-06-26,Tunduma,1518,29,0.46
2025-06-26,Mbeya,1151,22,0.86
2025-06-26,Makambako,988,19,0.85
2025-06-26,Morogoro,1615,31,0.57
2025-06-26,Dar es Salaam,934,18,0.4
2025-06-27,Kapiri Mposhi,2382,46,0.43
2025-06-27,Serenje,613,12,0.57
2025-06-27,Mpika,1141,22,0.53
2025-06-27,Nakonde,390,7,0.87
2025-06-27,Tunduma,2448,47,0.25
2025-06-27,Mbeya,486,9,0.63
2025-06-27,Makambako,1167,22,0.11
2025-06-27,Morogoro,2456,48,0.36
2025-06-27,Dar es Salaam,2127,41,0.7
2025-06-28,Kapiri Mposhi,1763,34,0.45
2025-06-28,Serenje,960,18,0.45
2025-06-28,Mpika,378,7,0.45
2025-06-28,Nakonde,1599,31,0.28
2025-06-28,Tunduma,348,6,0.61
2025-06-28,Mbeya,1848,36,0.17
2025-06-28,Makambako,680,13,0.75
2025-06-28,Morogoro,1459,28,0.69
2025-06-28,Dar es Salaam,1394,27,0.12
2025-06-29,Kapiri Mposhi,2370,46,0.11
2025-06-29,Serenje,1259,24,0.83
2025-06-29,Mpika,364,7,0.44
2025-06-29,Nakonde,1658,32,0.58
2025-06-29,Tunduma,1874,37,0.16
2025-06-29,Mbeya,1647,32,0.37
2025-06-29,Makambako,1682,33,0.74
2025-06-29,Morogoro,581,11,0.49
2025-06-29,Dar es Salaam,2322,45,0.51
2025-06-30,Kapiri Mposhi,1324,26,0.69
2025-06-30,Serenje,2115,41,0.15
2025-06-30,Mpika,795,15,0.44
2025-06-30,Nakonde,694,13,0.74
2025-06-30,Tunduma,598,11,0.32
2025-06-30,Mbeya,2032,40,0.79
2025-06-30,Makambako,2189,43,0.73
2025-06-30,Morogoro,749,14,0.8
2025-06-30,Dar es Salaam,2489,49,0.66
2025-07-01,Kapiri Mposhi,2347,46,0.5
2025-07-01,Serenje,1947,38,0.85
2025-07-01,Mpika,2445,48,0.44
2025-07-01,Nakonde,362,7,0.33
2025-07-01,Tunduma,1465,29,0.58
2025-07-01,Mbeya,1531,30,0.34
2025-07-01,Makambako,556,11,0.43
2025-07-01,Morogoro,1177,23,0.49
2025-07-01,Dar es Salaam,1124,22,0.67
2025-07-02,Kapiri Mposhi,2071,41,0.43
2025-07-02,Serenje,1931,38,0.23
2025-07-02,Mpika,1303,26,0.51
2025-07-02,Nakonde,2325,46,0.25
2025-07-02,Tunduma,2361,47,0.7
2025-07-02,Mbeya,1914,38,0.46
2025-07-02,Makambako,1259,25,0.33
2025-07-02,Morogoro,493,9,0.84
2025-07-02,Dar es Salaam,1042,20,0.53
2025-07-03,Kapiri Mposhi,571,11,0.69
2025-07-03,Serenje,2195,44,0.76
2025-07-03,Mpika,2055,41,0.35
2025-07-03,Nakonde,859,17,0.86
2025-07-03,Tunduma,1856,37,0.61
2025-07-03,Mbeya,1488,30,0.5
2025-07-03,Makambako,2425,48,0.35
2025-07-03,Morogoro,432,8,0.16
2025-07-03,Dar es Salaam,2436,49,0.5
2025-07-04,Kapiri Mposhi,948,19,0.52
2025-07-04,Serenje,381,7,0.77
2025-07-04,Mpika,1587,32,0.47
2025-07-04,Nakonde,783,15,0.49
2025-07-04,Tunduma,1350,27,0.23
2025-07-04,Mbeya,884,17,0.67
2025-07-04,Makambako,932,18,0.73
2025-07-04,Morogoro,1904,38,0.23
2025-07-04,Dar es Salaam,580,11,0.38
2025-07-05,Kapiri Mposhi,920,18,0.23
2025-07-05,Serenje,783,15,0.29
2025-07-05,Mpika,1937,39,0.61
2025-07-05,Nakonde,406,8,0.28
2025-07-05,Tunduma,1999,40,0.27
2025-07-05,Mbeya,437,8,0.37
2025-07-05,Makambako,698,14,0.56
2025-07-05,Morogoro,1798,36,0.43
2025-07-05,Dar es Salaam,312,6,0.64
2025-07-06,Kapiri Mposhi,2206,45,0.66
2025-07-06,Serenje,730,14,0.26
2025-07-06,Mpika,1638,33,0.43
2025-07-06,Nakonde,2168,44,0.61
2025-07-06,Tunduma,525,10,0.19
2025-07-06,Mbeya,1715,35,0.5
2025-07-06,Makambako,580,11,0.21
2025-07-06,Morogoro,2309,47,0.27
2025-07-06,Dar es Salaam,1609,32,0.71
2025-07-07,Kapiri Mposhi,1292,26,0.72
2025-07-07,Serenje,1385,28,0.44
2025-07-07,Mpika,2017,41,0.59
2025-07-07,Nakonde,534,11,0.48
2025-07-07,Tunduma,2260,46,0.65
2025-07-07,Mbeya,1654,34,0.81
2025-07-07,Makambako,1356,27,0.53
2025-07-07,Morogoro,781,16,0.8
2025-07-07,Dar es Salaam,1639,33,0.37
2025-07-08,Kapiri Mposhi,1471,30,0.46
2025-07-08,Serenje,616,12,0.76
2025-07-08,Mpika,703,14,0.49
2025-07-08,Nakonde,423,8,0.16
2025-07-08,Tunduma,812,16,0.62
2025-07-08,Mbeya,660,13,0.26
2025-07-08,Makambako,2121,43,0.87
2025-07-08,Morogoro,996,20,0.54
2025-07-08,Dar es Salaam,951,19,0.46
2025-07-09,Kapiri Mposhi,798,16,0.9
2025-07-09,Serenje,897,18,0.13
2025-07-09,Mpika,2090,43,0.16
2025-07-09,Nakonde,485,10,0.4
2025-07-09,Tunduma,2313,48,0.67
2025-07-09,Mbeya,906,18,0.47
2025-07-09,Makambako,2121,44,0.14
2025-07-09,Morogoro,2348,48,0.11
2025-07-09,Dar es Salaam,1150,23,0.63
2025-07-10,Kapiri Mposhi,927,19,0.74
2025-07-10,Serenje,973,20,0.14
2025-07-10,Mpika,2156,45,0.71
2025-07-10,Nakonde,524,10,0.54
2025-07-10,Tunduma,2058,43,0.74
2025-07-10,Mbeya,1466,30,0.6
2025-07-10,Makambako,843,17,0.63
2025-07-10,Morogoro,496,10,0.41
2025-07-10,Dar es Salaam,1233,25,0.58
2025-07-11,Kapiri Mposhi,1100,23,0.81
2025-07-11,Serenje,1978,41,0.61
2025-07-11,Mpika,1907,40,0.43
2025-07-11,Nakonde,335,7,0.41
2025-07-11,Tunduma,870,18,0.35
2025-07-11,Mbeya,1192,25,0.79
2025-07-11,Makambako,902,18,0.51
2025-07-11,Morogoro,1577,33,0.16
2025-07-11,Dar es Salaam,637,13,0.76
2025-07-12,Kapiri Mposhi,905,19,0.87
2025-07-12,Serenje,1600,33,0.32
2025-07-12,Mpika,508,10,0.61
2025-07-12,Nakonde,2278,48,0.36
2025-07-12,Tunduma,2190,46,0.25
2025-07-12,Mbeya,1156,24,0.58
2025-07-12,Makambako,1806,38,0.63
2025-07-12,Morogoro,1205,25,0.76
2025-07-12,Dar es Salaam,1999,42,0.89
2025-07-13,Kapiri Mposhi,2170,46,0.17
2025-07-13,Serenje,473,10,0.22
2025-07-13,Mpika,650,13,0.12
2025-07-13,Nakonde,1310,27,0.43
2025-07-13,Tunduma,853,18,0.29
2025-07-13,Mbeya,1731,36,0.6
2025-07-13,Makambako,2010,42,0.63
2025-07-13,Morogoro,1449,30,0.82
2025-07-13,Dar es Salaam,1902,40,0.51
2025-07-14,Kapiri Mposhi,705,15,0.9
2025-07-14,Serenje,495,10,0.18
2025-07-14,Mpika,1408,30,0.67
2025-07-14,Nakonde,1753,37,0.18
2025-07-14,Tunduma,1848,39,0.36
2025-07-14,Mbeya,1323,28,0.75
2025-07-14,Makambako,1660,35,0.9
2025-07-14,Morogoro,1870,39,0.56
2025-07-14,Dar es Salaam,2062,44,0.87
2025-07-15,Kapiri Mposhi,742,15,0.42
2025-07-15,Serenje,2183,46,0.16
2025-07-15,Mpika,432,9,0.11
2025-07-15,Nakonde,1134,24,0.6
2025-07-15,Tunduma,1201,25,0.35
2025-07-15,Mbeya,1450,31,0.1
2025-07-15,Makambako,757,16,0.6
2025-07-15,Morogoro,2313,49,0.41
2025-07-15,Dar es Salaam,341,7,0.89
2025-07-16,Kapiri Mposhi,631,13,0.69
2025-07-16,Serenje,2241,48,0.21
2025-07-16,Mpika,1480,31,0.56
2025-07-16,Nakonde,2076,44,0.4
2025-07-16,Tunduma,1197,25,0.37
2025-07-16,Mbeya,1516,32,0.48
2025-07-16,Makambako,1836,39,0.88
2025-07-16,Morogoro,2058,44,0.79
2025-07-16,Dar es Salaam,2077,44,0.5
2025-07-17,Kapiri Mposhi,540,11,0.46
2025-07-17,Serenje,1740,37,0.79
2025-07-17,Mpika,1287,27,0.23
2025-07-17,Nakonde,1609,34,0.62
2025-07-17,Tunduma,1197,26,0.16
2025-07-17,Mbeya,1120,24,0.22
2025-07-17,Makambako,1821,39,0.26
2025-07-17,Morogoro,649,14,0.46
2025-07-17,Dar es Salaam,360,7,0.86
2025-07-18,Kapiri Mposhi,671,14,0.72
2025-07-18,Serenje,617,13,0.24
2025-07-18,Mpika,463,10,0.77
2025-07-18,Nakonde,1319,28,0.65
2025-07-18,Tunduma,356,7,0.42
2025-07-18,Mbeya,1975,43,0.56
2025-07-18,Makambako,1975,43,0.84
2025-07-18,Morogoro,1749,38,0.57
2025-07-18,Dar es Salaam,2069,45,0.58
2025-07-19,Kapiri Mposhi,1231,27,0.44
2025-07-19,Serenje,1115,24,0.83
2025-07-19,Mpika,844,18,0.3
2025-07-19,Nakonde,1130,24,0.63
2025-07-19,Tunduma,1161,25,0.79
2025-07-19,Mbeya,1422,31,0.65
2025-07-19,Makambako,1370,30,0.74
2025-07-19,Morogoro,1670,36,0.2
2025-07-19,Dar es Salaam,435,9,0.12
2025-07-20,Kapiri Mposhi,1410,31,0.65
2025-07-20,Serenje,1386,30,0.78
2025-07-20,Mpika,1478,32,0.88
2025-07-20,Nakonde,1127,24,0.64
2025-07-20,Tunduma,1109,24,0.17
2025-07-20,Mbeya,1672,36,0.73
2025-07-20,Makambako,1263,27,0.27
2025-07-20,Morogoro,1925,42,0.48
2025-07-20,Dar es Salaam,316,6,0.31
2025-07-21,Kapiri Mposhi,1085,24,0.16
2025-07-21,Serenje,975,21,0.22
2025-07-21,Mpika,2108,46,0.87
2025-07-21,Nakonde,1459,32,0.11
2025-07-21,Tunduma,2020,44,0.74
2025-07-21,Mbeya,368,8,0.6
2025-07-21,Makambako,1276,28,0.29
2025-07-21,Morogoro,1246,27,0.76
2025-07-21,Dar es Salaam,843,18,0.34
2025-07-22,Kapiri Mposhi,300,6,0.27
2025-07-22,Serenje,1488,33,0.37
2025-07-22,Mpika,1953,43,0.22
2025-07-22,Nakonde,295,6,0.34
2025-07-22,Tunduma,2071,46,0.59
2025-07-22,Mbeya,703,15,0.72
2025-07-22,Makambako,2010,44,0.6
2025-07-22,Morogoro,1927,43,0.49
2025-07-22,Dar es Salaam,1156,25,0.42
2025-07-23,Kapiri Mposhi,1570,35,0.15
2025-07-23,Serenje,468,10,0.47
2025-07-23,Mpika,1258,28,0.56
2025-07-23,Nakonde,1133,25,0.72
2025-07-23,Tunduma,1535,34,0.26
2025-07-23,Mbeya,2048,45,0.53
2025-07-23,Makambako,871,19,0.55
2025-07-23,Morogoro,302,6,0.4
2025-07-23,Dar es Salaam,1252,28,0.48
2025-07-24,Kapiri Mposhi,661,14,0.55
2025-07-24,Serenje,1360,30,0.63
2025-07-24,Mpika,466,10,0.74
2025-07-24,Nakonde,1562,35,0.66
2025-07-24,Tunduma,430,9,0.71
2025-07-24,Mbeya,1979,44,0.81
2025-07-24,Makambako,2067,46,0.24
2025-07-24,Morogoro,1133,25,0.69
2025-07-24,Dar es Salaam,1933,43,0.8
2025-07-25,Kapiri Mposhi,537,12,0.28
2025-07-25,Serenje,1652,37,0.85
2025-07-25,Mpika,1759,39,0.32
2025-07-25,Nakonde,1538,34,0.78
2025-07-25,Tunduma,310,7,0.32
2025-07-25,Mbeya,1733,39,0.25
2025-07-25,Makambako,898,20,0.33
2025-07-25,Morogoro,327,7,0.4
2025-07-25,Dar es Salaam,2075,47,0.4
2025-07-26,Kapiri Mposhi,601,13,0.82
2025-07-26,Serenje,1315,30,0.68
2025-07-26,Mpika,568,12,0.74
2025-07-26,Nakonde,532,12,0.64
2025-07-26,Tunduma,1982,45,0.3
2025-07-26,Mbeya,898,20,0.8
2025-07-26,Makambako,598,13,0.31
2025-07-26,Morogoro,722,16,0.6
2025-07-26,Dar es Salaam,504,11,0.4
2025-07-27,Kapiri Mposhi,554,12,0.22
2025-07-27,Serenje,680,15,0.54
2025-07-27,Mpika,2003,45,0.18
2025-07-27,Nakonde,1440,33,0.84
2025-07-27,Tunduma,355,8,0.86
2025-07-27,Mbeya,547,12,0.27
2025-07-27,Makambako,1251,28,0.83
2025-07-27,Morogoro,1587,36,0.72
2025-07-27,Dar es Salaam,1765,40,0.22
2025-07-28,Kapiri Mposhi,886,20,0.51
2025-07-28,Serenje,1015,23,0.85
2025-07-28,Mpika,691,15,0.42
2025-07-28,Nakonde,1229,28,0.48
2025-07-28,Tunduma,1296,29,0.12
2025-07-28,Mbeya,1689,38,0.37
